company,country,city,email,allEmails,website,phone,quality,source,sourceUrl,serviceFit,complianceStatus,lastCheckedAt
"AAAS LOGISTICS SERVICES COMPANY LTD. (AAAS VIET NAM)","Vietnam","","overseas@aaaslogistics.com","overseas@aaaslogistics.com","http://www.aaavietnam.com","+84 88209536","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.068Z"
"ABILITY LOGISTICS COMPANY LIMITED","Vietnam","","ricky@ability.com.vn","ricky@ability.com.vn","http://www.ability.com.vn","+84 939 112 368","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.068Z"
"ACT MULTINATIONAL TRANSPORTATION LOGISTICS JOINT STOCK COMPANY","Vietnam","","john.nguyen@actlogistics.vn","john.nguyen@actlogistics.vn","http://www.actlogistics.vn","+84 37226565","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.068Z"
"ADVANCE TRADE AND ASSOCIATION COMPANY LIMITED","Vietnam","","alex@atrasco.vn","alex@atrasco.vn","http://www.atrasco.vn","+84 838 269 033","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.069Z"
"AMERASIAN SHIPPING LOGISTICS CORPORATION","Vietnam","","cindy@aslgroup.com.vn","cindy@aslgroup.com.vn","http://www.asl-corp.com","+84 835 129 759","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.069Z"
"ANDASHUN AMAZING LOGISTICS (VIETNAM) CO., LTD","Vietnam","","adsseafreight@adssupplychain.com","adsseafreight@adssupplychain.com","https://www.ads-logistics.com/","+84 28 3620 0918","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.069Z"
"ASIATRANS VIETNAM","Vietnam","","biz@asiatrans.biz","biz@asiatrans.biz","http://www.asiatrans.com.vn","+84 8945780079","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.070Z"
"AT ASIA CO., LTD","Vietnam","","hangpt@atasia.vn","hangpt@atasia.vn","http://www.atasia.com.vn","+84 24 3941 3868","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.070Z"
"ATAM INTERNATIONAL GROUP","Vietnam","","brian@atamigroup.com","brian@atamigroup.com","http://www.atamigroup.com","+84 24 3650 2525","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.070Z"
"CARGOTECH CO., LTD","Vietnam","","hanh.nguyen@cargotech.com.vn","hanh.nguyen@cargotech.com.vn","https://cargotech.com.vn/","+84 907 393 048","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.070Z"
"CCT WORLDWIDE (VIETNAM) COMPANY LIMITED","Vietnam","","cctvietnam@cctowrldwideltd.com.vn","cctvietnam@cctowrldwideltd.com.vn","https://cctworldwidelogistics.com/","+84 28 7307 3299","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.070Z"
"CENTURY FORWARDING SERVICES COMPANY LIMITED","Vietnam","","chien@cfs.com.vn","chien@cfs.com.vn","http://www.cfs.com.vn","+84 822 250 704","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.071Z"
"CHAU LUC CO. LTD","Vietnam","","quynh@worldfreightvn.com","quynh@worldfreightvn.com","http://www.worldfreightvn.com","+84 24356425141516","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.071Z"
"CONG TY CO PHAN LOGISTICS VINALINK","Vietnam","","headoffice@vinalinklogistics.com","headoffice@vinalinklogistics.com","http://www.vinalinklogistics.com","+84 28 3991 9259","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.071Z"
"CTX INTERNATIONAL LOGISTICS JSC","Vietnam","","overseas@ctxinternational.com","overseas@ctxinternational.com","https://ctxinternational.com/","+84 24 7307 6262","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.071Z"
"CUCHI SHIPPING CO., LTD","Vietnam","","ndtuan@cuchishipping.com.vn","ndtuan@cuchishipping.com.vn","http://www.cuchishipping.com.vn","+84 838 248 301","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.071Z"
"DGS LOGISTICS CO. LTD","Vietnam","","lilytram.tran@dgs.com.vn","lilytram.tran@dgs.com.vn","http://www.dgs.com.vn","+84 28 6290 2008","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.071Z"
"DONG BAC TRANSPORTATION AND INVESTMENT CO., LTD","Vietnam","","huyen.dt@dobacohph.com","huyen.dt@dobacohph.com","http://www.dobacohph.com","+84 225 6264 111","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.071Z"
"DRAGON LOGISTICS CO., LTD.","Vietnam","","thangad@draco.com.vn","thangad@draco.com.vn","http://www.draco.com.vn","+84 24 3881 2488","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.072Z"
"DTK LOGISTICS SOLUTIONS LIMITED LIABILITY COMPANY","Vietnam","","account@dtklogistics.net","account@dtklogistics.net","http://www.dtk.vn/","+84 28 3899 8880","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.072Z"
"DUCKBILL DIGITAL SUPPLY CHAIN MANAGEMENT HO CHI MINH COMPANY LIMITED","Vietnam","","hani@duckbillscm.com","hani@duckbillscm.com","https://en.duckbillscm.com/","+84 966 302 344","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.072Z"
"ECX GLOBAL GLOBAL LOGISTICS (VIETNAM)","Vietnam","","lynn.nguyen@eurocargo.vn","lynn.nguyen@eurocargo.vn","https://www.eurocargo.com","+84 28 7309 2226","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.072Z"
"FAROX INTERNATIONAL CO., LTD","Vietnam","","hazardtran@farox-global.com","hazardtran@farox-global.com","http://www.farox-global.com","+84 225 3142 325","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.072Z"
"FDI CO. LTD","Vietnam","","fdinetwork@fdivn.com","fdinetwork@fdivn.com","http://www.fdivn.com","+84 839 977 779","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.072Z"
"GALAXY EXPRESS JOINT STOCK COMPANY","Vietnam","","anniele@galaxyexpress.vn","anniele@galaxyexpress.vn","http://www.galaxyexpress.vn","+84 8230097","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.073Z"
"GEMADEPT LOGISTICS CO., LTD","Vietnam","","haodk@gemadept.com.vn","haodk@gemadept.com.vn","http://www.gemadept.com.vn","+84 838 279 288","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.073Z"
"GLOBAL LOGISTICS & TRADING COMPANY LIMITED","Vietnam","","longpv@worldship.com.vn","longpv@worldship.com.vn","http://www.worldship.com.vn/","+84 436228936","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.073Z"
"GLOBAL LOGISTICS AND TRANSPORT LIMITED COMPANY","Vietnam","","oversea@glotransvn.com.vn","oversea@glotransvn.com.vn","http://www.glotransvn.com.vn","+84 225 3836 599","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.073Z"
"GOEX TRANSPORT & LOGISTICS JSC","Vietnam","","khanh.mac@goexgroup.com","khanh.mac@goexgroup.com","http://goexgroup.com/","+84 28 3535 3375","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.073Z"
"GOLDEN OSPREYS LOGISTICS CO.,LTD","Vietnam","","helen_minhhang@golospreys.com","helen_minhhang@golospreys.com","http://www.golospreys.com","+84 28 2210 6868","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.073Z"
"GREEN SEA TRANSPORT LOGISTICS CO., LTD","Vietnam","","exp.hp@greensea.vn","exp.hp@greensea.vn","http://www.Greensea.vn","+84 225 3739 169","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.073Z"
"HAI KHANH FREIGHT FORWARDERS JOINT STOCK COMPANY","Vietnam","","rnd.hq@haikhanh.com","rnd.hq@haikhanh.com","http://www.haikhanh.com","+84 313 686 052","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.073Z"
"HAI MINH LOGISTICS CO., LTD","Vietnam","","hml@haiminhlogistics.com","hml@haiminhlogistics.com","http://www.haiminhlogistics.com","+84 28540281438144","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.074Z"
"HANH AN LOGISTICS AND TRADING CO., LTD","Vietnam","","ha@halogistics.com.vn","ha@halogistics.com.vn","http://www.hanhanlogistics.com","+84 85125259","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.074Z"
"HL SHIPPING","Vietnam","","thanhtc@hlshipping.com","thanhtc@hlshipping.com","https://www.hlshipping.com","+84 903 309 909","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.074Z"
"HOA PHAT INTERNATIONAL LOGISTICS COMPANY LIMITED","Vietnam","","quynh@hphlogistics.vn","quynh@hphlogistics.vn","http://www.hphlogisitcs.vn","+84 973 215 060","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.074Z"
"I-LOGIS VIETNAM COMPANY LIMITED","Vietnam","","narci@i-logisvietnam.com","narci@i-logisvietnam.com","https://i-logisvietnam.com/","+84 903 177 618","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.074Z"
"IN DO TRANS LOGISTICS CORPORATION","Vietnam","","ivy.ngan@itlvn.com","ivy.ngan@itlvn.com","http://www.itlvn.com","+84 88488567","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.074Z"
"INTERCHAINS JSC","Vietnam","","nam.hoang@interchains.vn","nam.hoang@interchains.vn","https://interchains.vn/","+84 763 585 678","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.074Z"
"INTERNATIONAL LOGISTICS CORPORATION (INTERLOG CORP)","Vietnam","","thanhnx@interlogistics.com.vn","thanhnx@interlogistics.com.vn","http://www.interlogistics.com.vn","+84 839 435 899","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.075Z"
"ISOLUTION LOGISTICS JOINT STOCK COMPANY","Vietnam","","haptm@isolutionlogistics.vn","haptm@isolutionlogistics.vn","http://isolutionlogistics.vn","+84 913 457 003","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.075Z"
"ITL FREIGHT MANAGEMENT JOINT STOCK COMPANY","Vietnam","","mira.quyen@itlvn.com","mira.quyen@itlvn.com","https://itlvn.com/","+84 898 148 614","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.075Z"
"JAS VIET NAM CO., LTD","Vietnam","","vn-adm@jas.com","vn-adm@jas.com","http://www.jas.com","+84 28 3948 7799","95","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.075Z"
"WAC LOGISTICS LIMITED","Bangladesh","","admin@wacbangladesh.com","admin@wacbangladesh.com","","+880 2 8827610","90","FIATA members directory","https://fiata.org/directory/bd/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:31.947Z"
"PT. KALIMAYA TRANSPORT INDONESIA","Indonesia","","admin@kalimayatrans.com","admin@kalimayatrans.com","","+62 31 99095897","90","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.149Z"
"PT. OTODA SUKSES MANDIRI KARGO","Indonesia","","juberlansihite@osmacargo.com","juberlansihite@osmacargo.com","http://www.osmacargo.com","","90","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.150Z"
"PT. WSINDO GLOBAL LOGISTIK","Indonesia","","wgl@wsindo.net","wgl@wsindo.net","https://wsindo.net/","","90","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.151Z"
"MULTI FREIGHT LIMITED","Bangladesh","","mowla@multifreight.net","mowla@multifreight.net","","+880 2 8870932","85","FIATA members directory","https://fiata.org/directory/bd/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:31.945Z"
"OCEAN LOGISTICS LIMITED","Bangladesh","","amar@ollbd.com","amar@ollbd.com","","+880 1332 806160","85","FIATA members directory","https://fiata.org/directory/bd/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:31.945Z"
"THOMAS INTERNATIONAL SERVICES CO., LTD","Cambodia","","chamnab@thomas-cambodia.com","chamnab@thomas-cambodia.com","","+855 23 993 081","85","FIATA members directory","https://fiata.org/directory/kh/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:31.005Z"
"TRIUMPH LINK LOGISTICS (CAMBODIA) CO., LTD.","Cambodia","","fiata.pnh@triumphlink.asia","fiata.pnh@triumphlink.asia","","+855 23 885 631","85","FIATA members directory","https://fiata.org/directory/kh/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:31.005Z"
"EXPOLANKA FREIGHT (CAMBODIA) LTD","Cambodia","","muzakkirn@efl.global","muzakkirn@efl.global","","+855 88 999 2783","85","FIATA members directory","https://fiata.org/directory/kh/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:31.005Z"
"3VB SHIPPTRANS","India","","vishal@3vbshipptrans.com","vishal@3vbshipptrans.com","","+91 84011 11655","85","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.186Z"
"A R SHIPPING AGENCY PVT. LTD.","India","","accounts@gclshipping.com","accounts@gclshipping.com","","+91 11 2621 1077","85","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.186Z"
"ACCEL TRANSPORT AND LOGISTICS","India","","paul@accel-tl.com","paul@accel-tl.com","","+91 44 4323 8060","85","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.187Z"
"ACTIVAIR AIRFREIGHT INDIA PRIVATE LIMITED","India","","activair@activair.in","activair@activair.in","","+91 11 2460 2293","85","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.188Z"
"ADITYA CUSTOM CLEARING PVT LTD","India","","mandar@adityacustomclearing.com","mandar@adityacustomclearing.com","","+91 731 403 8756","85","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.188Z"
"AEL GLOBAL LOGISTICS PRIVATE LIMITED","India","","vijay@actionexpress.co.in","vijay@actionexpress.co.in","","+91 88884 86677","85","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.188Z"
"AFFORD FREIGHT SERVICES PRIVATE LIMITED","India","","accounts@afford.co.in","accounts@afford.co.in","","+91 98191 35528","85","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.188Z"
"AKS GLOBAL LOGISTICS (OPC) PRIVATE LIMITED","India","","ciril@aksglobal.com","ciril@aksglobal.com","","+91 82812 95119","85","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.190Z"
"ALONSO LOGISTICS INDIA PRIVATE LIMITED","India","","jairam@alonso-india.com","jairam@alonso-india.com","","+91 22 4566 5800","85","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.190Z"
"ALPHA SEA AND AIR PVT. LTD.","India","","avinash@alphadelhi.com","avinash@alphadelhi.com","","+91 11 4930 4930","85","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.190Z"
"ASR EXPRESS PVT LTD","India","","arun@asrepl.com","arun@asrepl.com","","+91 124 266 3088","85","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.192Z"
"B.G. SOMADDER & SONS PVT. LTD.","India","","mail@bgsomadder.com","mail@bgsomadder.com","","+91 33 2223 0069","85","FIATA members directory","https://fiata.org/directory/in/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:26.193Z"
"P.T. HANKYU HANSHIN EXPRESS INDONESIA","Indonesia","","ga@id.hh-express.com","ga@id.hh-express.com","","+62 21 55911239","85","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.145Z"
"P.T. INDOSPED MAJU SEJAHTERA","Indonesia","","indosped@cbn.net.id","indosped@cbn.net.id","","+62 21 6302466","85","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.145Z"
"P.T. SILKARGO INDONESIA","Indonesia","","rahman@silkargo.sig.co.id","rahman@silkargo.sig.co.id","","+62 21 50989241","85","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.145Z"
"PT WELGROW INDOPERSADA","Indonesia","","vivi@welgrow.co.id","vivi@welgrow.co.id","","+62 622116306638","85","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.147Z"
"PT YUSEN LOGISTICS INDONESIA","Indonesia","","roria.magdalena@id.yusen-logistics.com","roria.magdalena@id.yusen-logistics.com","","+62 21 8981020","85","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.148Z"
"PT. BINTANG TRANS LAUTAN LOGISTIK","Indonesia","","admin1@btll.co.id","admin1@btll.co.id","","+62 813 1538 2899","85","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.148Z"
"PT. MAXIMOS GLOBAL LOGISTIK","Indonesia","","agus.supriatna@maximos.co.id","agus.supriatna@maximos.co.id","","+62 21 22976868","85","FIATA members directory","https://fiata.org/directory/id/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:28.150Z"
"BOUSTEAD SHIPPING AGENCIES SDN BHD","Malaysia","","saif@bousteadshipping.com.my","saif@bousteadshipping.com.my","","+60 13 578 3367","85","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.192Z"
"FREIGHT TEAM (M) SDN BHD","Malaysia","","transhipment@freightteam.com.my","transhipment@freightteam.com.my","","+60 35821288","85","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.192Z"
"INTEROCEAN FREIGHT SERVICES SDN BHD","Malaysia","","teh@interocean.com.my","teh@interocean.com.my","","+60 3 7492 1288","85","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.192Z"
"KFS SHIPPING SDN BHD","Malaysia","","acc@kfsshipping.com","acc@kfsshipping.com","","+60 7 255 7690","85","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.193Z"
"SEABRIDGE INTERNATIONAL SDN BHD","Malaysia","","cs_support@fw-g.com.my","cs_support@fw-g.com.my","","+60 3 8881 1688","85","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.194Z"
"SP ECO-LINK SDN. BHD.","Malaysia","","chai@specolink.com","chai@specolink.com","","+60 4 818 3123","85","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.194Z"
"WORLD COMMERCE FREIGHT SERVICES SDN BHD","Malaysia","","mervin.lim@worldcommerce.com.my","mervin.lim@worldcommerce.com.my","","+60 3 3166 1298","85","FIATA members directory","https://fiata.org/directory/my/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:27.195Z"
"CARGO-PARTNER LOGISTICS (VIETNAM) CO., LTD","Vietnam","","linh.luong@cargo-partner.com","linh.luong@cargo-partner.com","","+84 28 3997 2365","85","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.070Z"
"CIFF VIETNAM","Vietnam","","ciffvn@ciffvn.com","ciffvn@ciffvn.com","","+84 28 3943 4449","85","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.071Z"
"GREEN EAGLE TRANSPORT CO LTD","Vietnam","","obd@green-eagle.com.vn","obd@green-eagle.com.vn","","+84 28 7106 6168","85","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.073Z"
"HPT TRANS CO., LTD","Vietnam","","lisa@hpttrans.com","lisa@hpttrans.com","","+84 28 9995 8886","85","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.074Z"
"JANSSEN LOGISTICS COMPANY LIMITED","Vietnam","","jan.logdoc1@gmail.com","jan.logdoc1@gmail.com","","+84 28 3815 8318","85","FIATA members directory","https://fiata.org/directory/vn/","Freight forwarding / logistics agency","ready_for_manual_review","2026-06-09T06:56:30.075Z"
